iata_code,airport_name,city_name,country_name
BUW,Baubau,Baubau,Indonesia
BUY,Bunbury,Bunbury,Australia
BVA,Beauvais Tille,Paris,France
BVE,Laroche,Brivelagaillard,France
BVF,Dama Airport,Bua,Fiji Islands
BVM,Belmonte,Belmonte,Brazil
BVP,Bolovip,Bolovip,Papua New Guinea
BVR,Esperadinha Airport,Bravaisland,Cape Verde
BVZ,Beverley Springs,Beverley Springs,Australia
BWI,Baltimore,Baltimore,United States
BWJ,Bawan,Bawan,Papua New Guinea
BWL,Blackwell,Blackwell,United States
BWM,Bowman,Bowman,United States
BWP,Bewani,Bewani,Papua New Guinea
BWQ,Brewarrina,Brewarrina,Australia
BXC,Boxborough,Boxborough,United States
BXD,Bade,Bade,Indonesia
BXI,Boundiali,Boundiali,Cote D'Ivoire (Ivory Coast)
BXL,Bluelagoon,Bluelagoon,Fiji Islands
BXM,Batom,Batom,Indonesia
BXV,Breiddalsvik,Breiddalsvik,Iceland
BXZ,Bunsil,Bunsil,Papua New Guinea
BYA,Boundary,Boundary,United States
BYB,Dibaalbayah,Dibaalbayah,Oman
BYD,Albayda,Albayda,Yemen
BYL,Bella Yella,Bellayella,Liberia
BYX,Baniyala,Baniyala,Australia
BZC,Buzios,Buzios,Brazil
BZD,Balranald,Balranald,Australia
CAD,Cadillac,Cadillac,United States
CAM,Camiri,Camiri,Bolivia
CAS,Anfa,Casablanca,Morocco
BUR,Bob Hope,Burbank,United States
BUX,Bunia,Bunia,Democratic Republic of the Congo
BUZ,Bushehr,Bushehr,Iran
BVB,Boa Vista,Boa Vista,Brazil
BVC,Rabil,Boavistaisland,Cape Verde
BVG,Berlevag,Berlevag,Norway
BVI,Birdsville,Birdsville,Australia
BWA,Bhairawa,Bhairawa,Nepal
BWB,Barrow Island,Barrow Island,Australia
BWF,Walney Island,Walney Island,United Kingdom
BWG,Warrencnt Airport,Bowlinggreen,United States
BWK,Bol,Bol,Croatia
BWN,Brunei International Airport,Bandarseribegawan,Brunei
BWO,Balakovo,Balakovo,Russia
BWU,Bankstown,Bankstown,Australia
BXB,Babo,Babo,Indonesia
BXE,Bakel,Bakel,Senegal
BXH,Balhash,Balhash,Kazakhstan
BXN,Imsik Airport,Bodrum,Turkey
BXU,Butuan,Butuan,Philippines
BYC,Yacuiba,Yacuiba,Bolivia
BYK,Bouake,Bouake,Cote D'Ivoire (Ivory Coast)
BYN,Bayankhongor,Bayankhongor,Mongolia
BYU,Bindlacherberg Airport,Bayreuth,Germany
BZA,Sanpedro Airport,Bonanza,Nicaragua
BZE,Philip S.W.Goldson Int,Belize,Belize
BZG,I. J. Paderewski Airport,Bydgoszcz,Poland
BZH,Bumihills,Bumihills,Zimbabwe
BZK,Bryansk,Bryansk,Russia
BZL,Barisal,Barisal,Bangladesh
BZN,Gallatin Field,Bozeman,United States
BZO,Bolzano,Bolzanobozen,Italy
BZR,Beziers Vias,Beziers,France
BZV,Maya Maya,Brazzaville,Congo
BZY,International Airport,Balti,Moldova
CAC,Cascavel,Cascavel,Brazil
CAE,Metropolitan Airport,Columbia,United States
CAF,Carauari,Carauari,Brazil
CAG,Elmas,Cagliari,Italy
CAH,Camau,Camau,Vietnam
CAI,Cairo,Cairo,Egypt
CAK,Akron Canton,Cantonakron,United States
CAL,Machrihanish,Cambeltown,United Kingdom
CAN,New Baiyun,Guangzhou,China
CAP,Caphaitien,Caphaitien,Haiti
BWD,Brownwood,Brownwood,United States
BXS,Borregosprings,Borregosprings,United States
BXX,Borama,Borama,Somalia
BYW,Blakelyisland,Blakelyisland,United States
CAV,Cazombo,Cazombo,Angola
CBA,Cornerbay,Cornerbay,United States
CBE,Severo Evensk,Rugao,China
CBP,Coimbra,Coimbra,Portugal
CBS,Oronegro Airport,Cabimas,Venezuela
CBX,Condobolin,Condobolin,Australia
CBY,Canobie,Canobie,Australia
CBZ,Cabincreek,Cabincreek,United States
CCT,Colonia Catriel,Colonia Catriel,Argentina
CCW,Cowell,Cowell,Australia
CCX,Caceres,Caceres,Brazil
CDD,Cauquira,Cauquira,Honduras
CDG,Charles De Gaulle,Paris,France
CDH,Harrellfld Airport,Camden,United States
CDL,Candle,Candle,United States
CDQ,Croydon,Croydon,Australia
CEH,Chelinda,Chelinda,Malawi
CEO,Wako Kungo Airport,Wakukungo,Angola
CEP,Concepcion,Concepcion,Bolivia
CFA,Coffeepoint,Coffeepoint,United States
CFH,Clifton Hills,Clifton Hills,Australia
CGC,Capegloucester,Capegloucester,Papua New Guinea
CGH,Congonhas,Sao Paulo,Brazil
CGT,Chinguitti,Chinguitti,Mauritania
CGY,Cagayan De Oro,Cagayandeoro,Philippines
CAX,Carlisle,Carlisle,United Kingdom
CAY,Rochambeau,Cayenne,French Guiana
CBB,J Wilsterman,Cochabamba,Bolivia
CBG,Cambridge,Cambridge,United Kingdom
CBH,Leger,Bechar,Algeria
CBL,Caborojo,Caborojo,Venezuela
CBO,Awang,Cotabato,Philippines
CBQ,Calabar,Calabar,Nigeria
CBR,Canberra,Canberra,Australia
CBT,Catumbela,Catumbela,Angola
CCC,Cayo Coco,Cayococo,Cuba
CCI,Concordia,Concordia,Brazil
CCJ,Kozhikode,Kozhikode,India
CCM,Criciuma,Criciuma,Brazil
CCP,Carriel Sur,Concepcion,Chile
CCS,Simon Bolivar International Airport,Caracas,Venezuela
CCU,Netaji Subhas Chandra Intl Airport,Kolkata,India
CCV,Craig Cove,Craig Cove,Vanuatu
CCZ,Chub Cay,Chub Cay,The Bahamas
CDA,Cooinda,Cooinda,Australia
CDB,Cold Bay,Coldbay,United States
CDC,Cedar City,Cedar,United States
CDP,Cuddapah Airport,Cuddapah,India
CDR,Chadron,Chadron,United States
CDU,Camden,Camden,Australia
CDV,Mudhole Smith,Cordova,United States
CEB,Mactan Cebu International,Cebu,Philippines
CEC,Mc Namara Fld,Crescent,United States
CED,Ceduna,Ceduna,Australia
CEE,Cherepovets,Cherepovets,Russia
CEI,Chiang Rai,Chiangrai,Thailand
CEK,Chelyabinsk,Chelyabinsk,Russia
CEM,Central,Central,United States
CEN,Ciudad Obregon,Ciudadobregon,Mexico
CEQ,Mandelieu Airport,Cannes,France
CER,Maupertus Airport,Cherbourg,France
CEZ,Montezuma County,Cortez,United States
CFB,Cabo Frio,Cabo Frio,Brazil
CFE,Aulnat,Clermontferrand,France
CFG,Cienfuegos,Cienfuegos,Cuba
CFO,Confreza,Confreza,Brazil
CFR,Carpiquet,Caen,France
CFS,Coffs Harbour,Coffs Harbour,Australia
CFU,Ioannis Kapodistrias,Kerkyra,Greece
CGD,Changde,Changde,China
CGI,Cape Girardeau,Capegirardeau,United States
CGJ,Chingola,Chingola,Zambia
CGK,Soekarno Hatta International,Jakarta,Indonesia
CGM,Mambajao,Camiguin,Philippines
CGN,bonn,Cologne/bonn,Germany
CGP,Patenga,Chittagong,Bangladesh
CGQ,Changchun,Changchun,China
CGR,Campo Grande,Campo Grande,Brazil
CGA,Craig,Craig,United States
CHI,FSS,Chicago,United States
CHL,Challis,Challis,United States
CHP,Circlehotspring,Circlehotspring,United States
CHW,Jiuquan,Jiuquan,China
CIG,Craig Moffat,Craig,United States
CIM,Cimitarra,Cimitarra,Colombia
CIU,Chippewa County,Sault Ste Marie,United States
CIV,Chomley,Chomley,United States
CJT,Copalar Airport,Comitan,Mexico
CKE,Clearlake,Clearlake,United States
CKI,Croker Island,Croker Island,Australia
CKO,Cornelio Procopio,Cornelio Procopio,Brazil
CKX,Chicken,Chicken,United States
CLA,Comilla,Comilla,Bangladesh
CLC,Metroport Airport,Clearlake,United States
CLH,Coolah,Coolah,Australia
CLP,Clarkspoint,Clarkspoint,United States
CMD,Cootamundra,Cootamundra,Australia
CMM,Carmelita,Carmelita,Guatemala
CMQ,Clermont,Clermont,Australia
CMV,Coromandel,Coromandel,New Zealand
MAP,Mamai,Mamai,Papua New Guinea
CHF,Jinhae,Jinhae,South Korea
CHG,Chaoyang,Chaoyang,China
CHH,Chachapoyas,Chachapoyas,Peru
CHM,Chimbote,Chimbote,Peru
CHQ,Souda,Chania,Greece
CHR,Chateauroux,Chateauroux,France
CHS,AFB Municipal,Charleston,United States
CHT,Karewa,Chathamisland,New Zealand
CHU,Chuathbaluk,Chuathbaluk,United States
CHX,Changuinola,Changuinola,Panama
CIA,Ciampino,Rome,Italy
CIC,Chico,Chico,United States
CID,Cedar Rapids,Cedarrapids,United States
CIF,Chifeng,Chifeng,China
CIJ,E. Beltram,Cobija,Bolivia
CIK,Chalkyitsik,Chalkyitsik,United States
CIO,Mcallopez Airport,Concepcion,Paraguay
CIP,Chipata,Chipata,Zambia
CIT,Shimkent,Shimkent,Kazakhstan
CIX,Cornel Ruiz,Chiclayo,Peru
CIY,Vincenzomagliocco Airport,Comiso,Italy
CJA,Cajamarca,Cajamarca,Peru
CJB,Peelamedu Airport,Coimbatore,India
CJJ,Cheongju,Cheongju,South Korea
CJL,Chitral,Chitral,Pakistan
CJS,Intl Abraham Gonzalez,Ciudadjuarez,Mexico
CJU,Jeju,Jeju,South Korea
CKG,Jiangbei International,Chongqing,China
CKS,Carajas,Carajas,Brazil
CKV,Clarksville,Clarksville,United States
CKY,Conakry,Conakry,Guinea
CKZ,Canakkale,Canakkale,Turkey
CLE,Hopkins International,Cleveland,United States
CLJ,Napoca International Airport,Clujnapoca,Romania
CLL,Easterwoodfield Airport,Collegestation,United States
CLM,Fairchild Intl,Portangeles,United States
CLO,Alfonso B. Aragon,Cali,Colombia
CLQ,Colima,Colima,Mexico
CLT,Douglas,Charlotte,United States
CLV,Caldas Novas,Caldasnovas,Brazil
CLY,Ste Catherine,Calvi,France
CLZ,Calabozo,Calabozo,Venezuela
CMA,Cunnamulla,Cunnamulla,Australia
CMB,Bandaranayake,Colombo,Sri Lanka
CME,Ciudad Del Carmen,Ciudaddelcarmen,Mexico
CMF,Chambery,Chamberyaixlesbains,France
CMH,Port Columbus Intl,Columbus,United States
CMI,University Of Illinois Willard,Champaign,United States
CMK,Club Makokola,Clubmakokola,Malawi
CMP,Campo Alegre Airport,Santanadoaragua,Brazil
CMR,Houssen Airport,Colmar,France
CMU,Chimbu,Kundiawa,Papua New Guinea
CMW,Ign Agramonte Intl,Camaguey,Cuba
CMX,Houghton County,Hancock,United States
CKD,Crooked Creek,Crookedcreek,United States
CNA,Cananea,Cananea,Mexico
CNE,Canon,Canon,United States
CNN,Kannur International Airport,Kannur,India
CNV,Canavieiras,Canavieiras,Brazil
CNZ,Cangamba,Cangamba,Angola
COA,Columbia,Columbia,United States
COV,Covilha,Covilha,Portugal
CPI,Capeorford,Capeorford,Papua New Guinea
CPL,Chaparral,Chaparral,Colombia
CPN,Caperodney,Caperodney,Papua New Guinea
CPO,Chamonate,Copiapo,Chile
CPU,Cururupu,Cururupu,Brazil
CQT,Caquetania,Caquetania,Colombia
CRF,Carnot,Carnot,Central African Republic
CRG,Craig Municipal,Jacksonville,United States
CRO,Corcoran,Corcoran,United States
CRT,Crossett,Crossett,United States
CSE,Crestedbutte,Crestedbutte,United States
CSI,Casino,Casino,Australia
CSL,O'sullivanaaf Airport,Sanluisobispo,United States
CSN,Carson,Carson,United States
CST,Castaway,Castaway,Fiji Islands
CSU,Santa Cruz Do Sul,Santa Cruz Do Sul,Brazil
CSV,Memorial Airport,Crossville,United States
CTA,Fontanarossa,Rome,Italy
CTI,Cuito Cuanavale,Cuito Cuanavale,Angola
CND,Kogalniceanu,Constanta,Romania
CNF,Tancredo Neves International,Belohorizonte,Brazil
CNJ,Cloncurry,Cloncurry,Australia
CNL,Sindal,Sindal,Denmark
CNP,Neerlerit Inaat,Neerleritinaat,Greenland
CNQ,Camba Punta,Deniliquin,Argentina
CNS,Cairns,Cairns,Australia
CNX,Chiang Mai,Chiangmai,Thailand
CNY,Canyonlands Field,Moab,United States
COD,Yellowstone Regional,Cody,United States
COE,Coeurd'alene,Coeurd'alene,United States
COG,Mandinga Airport,Condoto,Colombia
COK,Kochi,Kochi,India
COO,Cotonou,Cotonou,Benin
COQ,Choibalsan,Choibalsan,Mongolia
COR,Pajas Blancas,Cordoba,Argentina
COS,Colorado Springs,Coloradosprings,United States
CPA,Atubman Airport,Capepalmas,Liberia
CPB,Capurgana,Capurgana,Colombia
CPC,Chapelco,Sanmartindelosandes,Argentina
CPD,Coober Pedy,Cooberpedy,Australia
CPH,Kastrup,Copenhagen,Denmark
CPQ,Campinas,Campinas,Brazil
CPR,Natrona County International Airport,Casper,United States
CPT,Cape Town International,Capetownintl,South Africa
CPV,Joao Suassuna,Campinagrande,Brazil
CQD,Shahre kord,Shahrekord,Iran
CQF,Calaisdunkerque,Calaisdunkerque,France
CQM,Central Airport,Ciudadreal,Spain
CRA,Craiova,Craiova,Romania
CRD,Comodoro Rivadavia,Comodoro Rivadavia,Argentina
CRI,Crooked Island,Crooked Island,The Bahamas
CRK,Luzon Clark Field,Luzon Clark Field,Philippines
CRM,National,Catarman,Philippines
CRP,Corpus Christi,Corpuschristi,United States
CRQ,Caravelas,Caravelas,Brazil
CRV,Crotone,Crotone,Italy
CRW,Yeager,Charleston,United States
CRZ,Turkmenabad,Turkmenabad,Turkmenistan
CSB,Caransebes,Caransebes,Romania
CSF,Creil,Creil,France
CSH,Solovetsky,Solovetsky,Russia
CSK,Cap Skirring,Capskirring,Senegal
CSM,Clinton,Clinton,United States
CSX,Changsha,Changsha,China
CTC,Catamarca,Catamarca,Argentina
CTD,Chitre,Chitre,Panama
CTG,Rafael Nunez,Cartagena,Colombia
CTH,Chestercount Airport,Coatesville,United States
CTM,Chetumal,Chetumal,Mexico
PMA,Wawi,Pemba,Tanzania
COI,Merrittisland Airport,Cocoa,United States
CTP,Carutapera,Carutapera,Brazil
CTS,New Chitose Airport,Sapporo,Japan
CUD,Caloundra,Caloundra,Australia
CUG,Cudal,Cudal,Australia
CUO,Caruru,Caruru,Colombia
CUV,Casigua,Casigua,Venezuela
CUW,Cubecove,Cubecove,United States
CUY,Cue,Cue,Australia
CVB,Chungribu,Chungribu,Papua New Guinea
CVC,Cleve,Cleve,Australia
CVE,Covenas,Covenas,Colombia
CVH,Caviahue,Caviahue,Argentina
CVL,Capevogel,Capevogel,Papua New Guinea
CWR,Cowarie,Cowarie,Australia
CWS,Centerisland,Centerisland,United States
CWW,Corowa,Corowa,Australia
CXI,Cassidy International Airport,Christmasisland,Kiribati
CXN,Candala,Candala,Somalia
CXT,Charters Towers,Charters Towers,Australia
CXY,Cat Cays,Cat Cays,The Bahamas
CZB,Carlos Ruhl Airport,Cruzalta,Brazil
CZP,Capepole,Capepole,United States
DAH,Dathina,Dathina,Yemen
DAK,Dakhla Airport,Dakhlaoasis,Egypt
DAZ,Darwaz,Darwaz,Afghanistan
CZH,Corozal,Corozal,Belize
CUC,Camilo Dazo,Cucuta,Colombia
CUE,Cuenca,Cuenca,Ecuador
CUF,Levaldigi,Cuneo,Italy
CUL,Fedl De Bachigualato,Culiacan,Mexico
CUM,Cumana,Cumana,Venezuela
CUN,Cancun,Cancun,Mexico
CUQ,Coen,Coen,Australia
CUT,Cutral,Cutral,Argentina
CUZ,Velazco Astete,Cuzco,Peru
CVF,Courchevel,Courchevel,France
CTU,Shuangliu,Chengdu,China
CVJ,Cuernavaca,Cuernavaca,Mexico
CVN,Clovis,Clovis,United States
CVQ,Carnarvon,Carnarvon,Australia
CVT,West Midlands International,Coventry,United Kingdom
CVU,Corvo Island,Corvoisland,Portugal
CWB,Afonso Pena International Airport,Curitiba,Brazil
CWC,Chernovtsy,Chernivtsi,Ukraine
CWI,Clinton,Clinton,United States
CWL,Cardiff-Wales,Cardiff-Wales,United Kingdom
CWT,Cowra,Cowra,Australia
CXA,Caicaradeoro,Caicaradeoro,Venezuela
CXJ,Campo Dos Bugres,Caxiasdosul,Brazil
CXL,Calexico,Calexico,United States
CXP,Tunggulwulung Airport,Cilacap,Indonesia
CYA,Lescayes,Lescayes,Haiti
CYF,Chefornak,Chefornak,United States
CYO,Cayo Largo Del Sur,Cayolargodelsur,Cuba
CYP,Calbayog,Calbayog,Philippines
CYR,Colonia,Colonia,Uruguay
CYU,Cuyo,Cuyo,Philippines
CYX,Cherskiy,Cherskiy,Russia
CYZ,Cauayan,Cauayan,Philippines
CZA,Chichenitza,Chichenitza,Mexico
CZE,Coro,Coro,Venezuela
CZL,Ain El Bey,Constantine,Algeria
CZM,Cozumel,Cozumel,Mexico
CZU,Corozal,Corozal,Colombia
CZX,Changzhou,Changzhou,China
DAB,Daytona Beach,Daytonabeach,United States
DAC,Shahjalal Intl Airport,Dhaka,Bangladesh
DAD,Da Nang,Danang,Vietnam
DAL,Love Field,Dallas,United States
DAM,Damascus,Damascus,Syria
DAR,Dar Es Salaam,Daressalaam,Tanzania
DAT,Datong,Datong,China
DAU,Daru,Daru,Papua New Guinea
DAV,Enrique Malek,David,Panama
DAX,Daxian,Daxian,China
CVG,northern Kentucky,Cincinnati,United States
CUK,Caye Caulker,Caye Caulker,Belize
CXF,Coldfoot,Coldfoot,United States
CYC,Caye Chapel,Caye Chapel,Belize
CZN,Chisana Field,Chisana,United States
DBP,Debepare,Debepare,Papua New Guinea
DBY,Dalby,Dalby,Australia
DDI,Daydream Island Airport,Daydreamis,Australia
DDM,Dodoima,Dodoima,Papua New Guinea
DDN,Delta Downs,Delta Downs,Australia
DDP,Dorado Beach Airport,Dorado,Puerto Rico
DEI,Denisisland,Denisisland,Seychelles
DER,Derim,Derim,Papua New Guinea
DGC,Degahbur,Degahbur,Ethiopia
DGD,Dalgaranga,Dalgaranga,Australia
DGF,Douglas Lake,Douglas Lake,Canada
DGH,Deoghar Airport,Deoghar,India
DGM,Dongguan,Dongguan,China
DHD,Durham Downs,Durham Downs,Australia
DIO,Diomedeisland,Diomedeisland,United States
DIP,Diapaga,Diapaga,Burkina Faso
DIQ,Divinopolis,Divinopolis,Brazil
DJA,Djougou,Djougou,Benin
DJM,Djambala,Djambala,Congo
DKV,Docker River,Docker River,Australia
DLK,Dulkaninna,Dulkaninna,Australia
DLL,Dillon,Dillon,United States
DLV,Delissaville,Delissaville,Australia
DME,Domodedovo,Moscow,Russia
DMO,Sedalia,Sedalia,United States
DNB,Dunbar,Dunbar,Australia
DNF,Martuba Airport,Derna,Libya
PPX,Param,Param,Papua New Guinea
DBA,Dalbandin,Dalbandin,Pakistan
DBM,Debra Marcos,Debramarcos,Ethiopia
DBQ,Dubuque,Dubuque,United States
DBT,Debratabor,Debratabor,Ethiopia
DBV,Dubrovnik,Dubrovnik,Croatia
DCF,Cane Field,Roseau,Dominica
DCM,Mazamet,Castres,France
DDC,Dodge City,Dodge,United States
DDG,Dandong,Dandong,China
DEA,Dera Ghazi Khan,Deraghazikhan,Pakistan
DEB,Debrecen,Debrecen,Hungary
DEC,Decatur,Decatur,United States
DEF,Dezful,Dezful,Iran
DEM,Dembidollo,Dembidollo,Ethiopia
DEN,Denver,Denver,United States
DES,Desroches,Desroches,Seychelles
DET,Detroit City,Detroit City,United States
DEZ,Al Jafrah,Deirezzor,Syria
DGE,Mudgee,Mudgee,Australia
DGO,Guadalupe Victoria,Durango,Mexico
DGT,Dumaguete,Dumaguete,Philippines
DHI,Dhangarhi,Dhangarhi,Nepal
DHM,Gaggal Airport,Dharamsala,India
DIB,Mohanbari Airport,Dibrugarh,India
DIE,Antsiranana,Antsiranana,Madagascar
DIG,Diqing,Diqing,China
DIJ,Longvic Airport,Dijon,France
DIN,Dien Bien Phu,Dienbienphu,Vietnam
DIR,Aba Tenna D Yilma,Diredawa,Ethiopia
DIS,Loubomo,Loubomo,Congo
DIU,Diu,Diu,India
DJB,Sultan Taha Syarifudn,Jambi,Indonesia
DJE,Zarzis,Djerba,Tunisia
DJG,Inedbirenne,Djanet,Algeria
DJJ,Sentani,Jayapura,Indonesia
DJO,Daloa,Daloa,Cote D'Ivoire (Ivory Coast)
DKR,Yoff Léopold Sédar Senghor International,Dakar,Senegal
DLA,Douala,Douala,Cameroon
DLC,Dalian,Dalian,China
DLG,Dillingham,Dillingham,United States
DLH,Duluth,Duluth,United States
DLI,Lienkhang,Dalat,Vietnam
DLU,Dali,Dali,China
DLY,Dillons Bay,Dillonsbay,Vanuatu
DLZ,Dalanzadgad,Dalanzadgad,Mongolia
DMB,Zhambyl,Zhambyl,Kazakhstan
DMM,King Fahd International Airport,Dammam,Saudi Arabia
DMU,Dimapur,Dimapur,India
DND,Dundee,Dundee,United Kingdom
DNH,Dunhuang,Dunhuang,China
DGA,Dangriga,Dangriga,Belize
DJN,Delta Junction,Deltajunction,United States
DNI,Wadmadani,Wadmadani,Sudan
DNM,Denham,Denham,Australia
DNO,Dianopolis,Dianopolis,Brazil
DNQ,Deniliquin,Deniliquin,Australia
DNU,Dinangat,Dinangat,Papua New Guinea
DOA,Doany,Doany,Madagascar
DOF,Dorabay,Dorabay,United States
DOI,Doini,Doini,Papua New Guinea
DOL,Stgatien Airport,Deauville,France
DON,Doslagunas,Doslagunas,Guatemala
DOO,Dorobisoro,Dorobisoro,Papua New Guinea
DOR,Dori,Dori,Burkina Faso
DOS,Dios,Dios,Papua New Guinea
DOX,Dongara,Dongara,Australia
DRD,Dorunda Station,Dorunda Station,Australia
DRN,Dirranbandi,Dirranbandi,Australia
DRR,Durrie,Durrie,Australia
DSC,Dschang,Dschang,Cameroon
DSS,Blaise Diagne International Airport,Diass,Senegal
DTH,Deathvalley,Deathvalley,United States
DTR,Decaturisland,Decaturisland,United States
DTT,Detroit,Detroit,United States
DUQ,Duncan/quam Airport,Duncanquam,Canada
DVN,Davenport,Davenport,United States
DVR,Daly River,Daly River,Australia
DWD,Dawadmi,Dawadmi,Saudi Arabia
DYA,Dysart,Dysart,Australia
DYW,Daly Waters,Daly Waters,Australia
EAB,Abbs,Abbs,Yemen
EAP,Mulhouse,Basel,France
DNK,Dnepropetrovsk,Dnipropetrovsk,Ukraine
DNP,Dang,Dang,Nepal
DNR,Pleurtuit,Dinardstmalo,France
DNV,Vermilion County,Danville,United States
DNZ,Cardak,Denizli,Turkey
DOG,Dongola,Dongola,Sudan
DOK,Donetsk,Donetsk,Ukraine
DOM,Melville Hall,Dominica,Dominica
DOP,Dolpa,Dolpa,Nepal
DOY,Dongying,Dongying,China
DPL,Dipolog,Dipolog,Philippines
DPO,Devonport,Devonport,Australia
DPS,Ngurah Rai International Bali,Bali,Indonesia
DRB,Derby,Derby,Australia
DRG,Deering,Drummondisland,United States
DRO,La Plata,Durango,United States
DRS,Dresden,Dresden,Germany
DRT,Del Rio,Delrio,United States
DSA,Robin Hood,Doncaster Sheffield,United Kingdom
DSE,Combolcha Airport,Dessie,Ethiopia
DSK,Dera Ismail Khan,Deraismailkhan,Pakistan
DSM,Des Moines,Desmoines,United States
DTA,Delta,Delta,United States
DTD,Datadawai,Datadawai,Indonesia
DTE,Camarinesnorte Airport,Daet,Philippines
DTM,Dortmund,Dortmund,Germany
DUB,Dublin,Dublin,Ireland
DUD,Dunedin,Dunedin,New Zealand
DUE,Dundo,Dundo,Angola
DUG,Bisbee Douglas,Douglas,United States
DUJ,Jefferson County,Dubois,United States
DUM,Pinangkampai Airport,Dumai,Indonesia
EAR,Kearney,Kearney,United States
DUT,Emergencyfield Airport,Dutchharbor,United States
DVL,Devils Lake,Devilslake,United States
DVO,Francisco Bangoy International,Davao,Philippines
DWB,Soalala,Soalala,Madagascar
DWC,Almaktoum Intl Airport,Dubai,United Arab Emirates
DYG,Dayong,Dayong,China
DYR,Anadyr,Anadyr,Russia
DZA,Dzaoudzi,Dzaoudzi,Comoros
DZN,Zhezhazgan,Zhezkazgan,Kazakhstan
EAA,Eagle,Eagle,United States
EAE,Emae,Emae,Vanuatu
EAS,Donostia,Sansebastian,Spain
EAT,Pangborn Field,Wenatchee,United States
EAU,Chippewa Valley Regional Airport,Eauclaire,United States
EBB,Entebbe,Entebbe,Uganda
EBD,El Obeid,Elobeid,Sudan
EBG,Elbagre,Elbagre,Colombia
DUS,Dusseldorf,Dusseldorf,Germany
DOE,Djoemoe,Djoemoe,Suriname
ECH,Echuca,Echuca,Australia
ECO,Elencanto,Elencanto,Colombia
EDA,Edna Bay,Ednabay,United States
EDB,Eldebba,Eldebba,Sudan
EFG,Efogi,Efogi,Papua New Guinea
EGL,Neghelli,Neghelli,Ethiopia
EIH,Einasleigh,Einasleigh,Australia
EKA,Eurekamurrayfield Airport,Arcata,United States
EKD,Elkedra,Elkedra,Australia
EKE,Ekereku,Ekereku,Guyana
EKI,Elkhart,Elkhart,United States
EKX,Elizabethtown,Elizabethtown,United States
ELJ,Elrecreo,Elrecreo,Colombia
ELW,Ellamar,Ellamar,United States
EMI,Emirau,Emirau,Papua New Guinea
EMO,Emo,Emo,Papua New Guinea
EMS,Embessa,Embessa,Papua New Guinea
EMX,El Maiten,El Maiten,Argentina
EMY,Elminya,Elminya,Egypt
ENB,Eneabba Airport,Eneabbawest,Australia
ENN,Nenana,Nenana,United States
ENO,Teniente Airport,Encarnacion,Paraguay
EBL,Erbil,Erbil,Iraq
EBU,Boutheon Airport,Saintetienne,France
ECA,Emmetcounty Airport,Easttawas,United States
ECN,Ercan,Lefkosa,Cyprus
EBO,Ebon,Ebon,Marshall Islands
EDI,Turnhouse,Edinburgh,United Kingdom
EDL,Eldoret,Eldoret,Kenya
EDO,Korfez Airport,Edremit,Turkey
EDR,Edward River,Edwardriver*pompuraaw,Australia
EDW,Edwardsafb,Edwardsafb,United States
EEK,Eek,Eek,United States
EFL,Kefalonia Istland International Airport,Kefallinia,Greece
EGC,Roumanieres,Bergerac,France
EGE,County,Vaileagle,United States
EGM,Sege,Sege,Solomon Islands
EGO,Belgorod,Belgorod,Russia
EGS,Egilsstadir,Egilsstadir,Iceland
EGV,Eagle River,Eagleriver,United States
EGX,Egegik,Egegik,United States
EHL,El Bolson,El Bolson,Argentina
EIE,Eniseysk,Yeniseysk,Russia
EIN,Eindhoven,Eindhoven,Netherlands
EIS,Beef Island,Beefisland,Virgin Islands (British)
EIY,Einyahav,Einyahav,Israel
EJH,Wedjh,Wedjh,Saudi Arabia
EKB,Ekibastuz,Ekibastuz,Kazakhstan
EKN,Elkins,Elkins,United States
EKO,Elko,Elko,United States
ELB,Sanbernado Airport,Elbanco,Colombia
ELC,Elcho Island,Elcho Island,Australia
ELD,Goodwin Field,Eldorado,United States
ELF,El Fasher,Elfasher,Sudan
ELG,Djamet,El Golea,Algeria
ELI,Elim,Elim,United States
ELM,Elmira Corning,Elmira,United States
ELO,Eldorado,Eldorado,Argentina
ELP,El Paso,Elpaso,United States
ELS,East London,Eastlondon,South Africa
ELT,Toursinai,Toursinai,Egypt
ELU,Guemar,El Oued,Algeria
ELV,Elfincove,Elfincove,United States
EMA,East Midlands,East Midlands,United Kingdom
EMD,Emerald,Emerald,Australia
EME,Emden,Emden,Germany
EMK,Emmonak,Emmonak,United States
EMN,Nema,Nema,Mauritania
ENA,Kenai,Kenai,United States
ENC,Nancyessey Airport,Metznancy,France
ENE,Ende,Ende,Indonesia
ENF,Enontekio,Enontekio,Finland
ENH,Enshi,Enshi,China
ENT,Enewetak Island,Enewetakisland,Marshall Islands
ENU,Enugu,Enugu,Nigeria
ENY,Yan'an,Yan'an,China
EOH,Enrique Olaya Herrera,Medellin,Colombia
EOR,Eldorado,Eldorado,Venezuela
EGA,Engati,Engati,Papua New Guinea
EIA,Popondetta Airport,Eia,Papua New Guinea
EJT,Enijet,Mili Atoll,Marshall Islands
ELE,El Real,Elreal,Panama
ELL,Ellisras,Ellisras,South Africa
EPN,Epena,Epena,Congo
EPS,Elportillo/samana,Elportillo/samana,Dominican Republic
EPT,Eliptamin,Eliptamin,Papua New Guinea
ERA,Erigavo,Erigavo,Somalia
ERB,Ernabella,Ernabella,Australia
ERE,Erave,Erave,Papua New Guinea
